1	26
2	26.5
3	25.5
4	24
5	22
6	21
7	21
8	21.5
9	22.5
10	24
11	24.5
12	26
13	26
14	26.5
15	25.5
16	24
17	22
18	21
19	21
20	21.5
21	22.5
22	24
23	24.5
24	26
25	26
26	26.5
27	25.5
28	24
29	22
30	21
31	21
32	21.5
33	22.5
34	24
35	24.5
36	26
37	26
38	26.5
39	25.5
40	24
41	22
42	21
43	21
44	21.5
45	22.5
46	24
47	24.5
48	26
49	26
50	26.5
