"","TPP_10y_l","TPP_10y_m","TPP_10y_h","TPP_5y_l","TPP_5y_m","TPP_5y_h","TPP_3y_l","TPP_3y_m","TPP_3y_h"
"Full contribution",2.73042251973945,4.32913410922323,18.9502124847465,1.46896892292655,2.32907669917587,10.1952254721381,0.908078889966686,1.43977544427647,6.30242674654746
"50% contribution",5.14701119660592,7.62857166608605,29.4169201243774,2.76909505364414,4.10417604703456,15.8263203436538,1.71178349880663,2.53709630670339,9.78342508518879
