"","GAUL_CODE","NAME","PARENT_ID","Area_covered_KM2","Area_total_KM2","Cost_target","Population_covered","Burden_covered"
"66",14184,"La Tebaida",958,0.154559034854174,83.6532856803387,12.0433942961751,312.077826926106,27.1937035889715
"86",14192,"Dos Quebradas",959,36.6808091755956,69.9187876656651,11.5812875596196,67370.0402565758,6203.56606346611
"99",13532,"Turbaco",938,1.9437629613094,182.536414440256,11.8281666134268,3269.29185455633,284.217788396337
"115",14182,"Filandia",958,1.52460858225822,141.294340742752,12.8536611946148,2150.33367218683,200.427347691513
"137",14185,"Montenegro",958,13.2139727473259,117.401704005897,10.327905842937,22897.5335731236,1799.0320301934
"145",14376,"Candelaria",964,0.26062448596349,256.732927319536,10.0810275222031,1775.30474466207,128.753506041309
"176",14321,"Anzoategui",963,5.17032714560628,532.231726103782,10.1569895746362,7381.48306984367,564.368901305166
"191",14164,"Villa Del Rosario",956,14.9608492851257,211.459542597731,12.0877049265406,20671.4662357084,1808.12315497223
"210",14374,"Cali",964,338.07787548285,495.590289676329,8.89411188614692,1974174.43345226,144894.968903459
"216",13691,"Florencia",942,43.9508959650993,1990.4337154534,12.410547062181,41226.2892798553,3995.04566496154
"223",13403,"La Estrella",935,3.673180565238,36.5943733602762,11.0906966952352,7179.50747723453,574.364811385901
"226",13478,"Galapa",937,40.9540541470051,102.89413575083,11.0653755997929,148636.595581349,11877.5214163302
"232",14198,"Pereira",959,57.6050814241171,642.93477651081,11.5812875596196,79392.6719009479,7333.72054675947
"233",14196,"Marsella",959,3.18141200170885,162.006396032507,11.7427085127544,4662.79633752976,395.804782903873
"236",14386,"Jamundi",964,24.9138466584554,672.772227483074,8.89411188614692,46377.8525596285,3434.50905283732
"239",13475,"Barranquilla  (dist.port.",937,215.669720154256,1184.96462276453,11.0653754046001,1198652.059322,104271.508572127
"264",14287,"Tona",961,21.5549316257238,303.976027050521,11.8883032695593,27197.0262625006,2394.92000584805
"291",14387,"La Cumbre",964,0.00277146664302563,202.58993957159,11.1888143902143,12.0416475498662,0.972189881242671
"297",13503,"Cartagena (dist. Esp.)",938,247.117210924625,728.199321623833,11.8281666134268,364466.956598394,33420.109748868
"357",13820,"Monteria",947,25,3016.24604622375,13.8506706621252,17876.8203125,1799.77562034724
"363",14406,"Yumbo",964,41.2717159837484,156.482185795903,9.60942678749538,101229.510447045,8050.81318757361
"374",14179,"Calarca",958,10.205454907009,204.700228284673,11.5021611358382,17485.0896085381,1490.43067515585
"384",14369,"Buenaventura",964,113.441622257233,6399.65246208885,12.2269702859895,169492.017002446,16056.2876978165
"386",13746,"Puerto Tejada",944,6.78568370640278,98.6324144061655,10.5494621741369,24936.0577307681,1911.53349426847
"468",13481,"Malambo",937,46.095848584082,107.124564459082,11.0875318694575,63338.8767183214,6262.79450469956
"483",13485,"Polo Nuevo",937,1.91067811101675,72.7638771757483,12.9739357150003,1644.34525587239,154.746987630123
"500",13396,"Heliconia",935,13.3144062012434,112.007862771861,11.0906966952352,40997.5972623906,3495.84039592427
"501",13398,"Itagui",935,3.55789745226502,23.2290127314627,10.6222611757615,24198.5203441327,1929.80369862096
"502",13998,"Rivera",952,2.05283612012863,510.324019512336,14.4710311716035,1223.50179461093,128.863892852487
