"","GAUL_CODE","NAME","PARENT_ID","Area_covered_KM2","Area_total_KM2","Cost_target","Population_covered","Burden_covered"
"5",1013370,"BEKASI",1013680,13.9749203124666,1245.84706217502,18.6808779703483,145371.268280612,14228.0233673765
"10",1013610,"SIDOARJO",1013663,7.66152590513229,678.907347154654,18.1258003880523,112243.518891256,10241.048415567
"25",1013459,"KOTA BANDAR LAMPUNG",1013673,25,276.960919704288,20.7635622767899,154938.515625,16248.9168782493
"28",1013478,"KOTA MALANG",1013663,35.6841698288918,73.1299709063023,17.2358414330915,456239.236666376,43568.9604731544
"32",1013561,"MUSI BANYUASIN",1013693,3.40197021141648,26566.5090031422,18.9607097439521,43611.2564183315,4191.8085193581
"48",1013320,"KOTA DEPOK",1013680,83.8178000878543,194.383357312654,17.8643184450864,1044204.10026431,98338.0586920961
"50",1013322,"KOTA JAKARTA BARAT",1013676,109.966250276193,122.17704129871,16.0339403781615,2163276.57260943,202646.239319216
"51",1013323,"KOTA JAKARTA PUSAT",1013676,51.5806997536856,51.5806997536856,15.6623607343515,1380342.10738188,129360.665562448
"52",1013324,"KOTA JAKARTA SELATAN",1013676,149.050661002027,151.322378043758,15.9834787035191,2626716.55233665,260091.644014246
"53",1013325,"KOTA JAKARTA TIMUR",1013676,175.8693123993,185.94457351719,15.6623607343515,3245923.95857396,292509.452674853
"54",1013326,"KOTA JAKARTA UTARA",1013676,62.7075997646898,158.495774457697,15.6623607343515,1338797.98147837,118405.968942198
"55",1013327,"KOTA JAMBI",1013672,25,146.745076896184,18.1258012151078,202713.359375,18495.4770272156
"58",1013331,"KOTA MEDAN",1013681,65.7896757125854,294.661391153932,15.4926276618533,860392.56551303,72831.939644637
"64",1013337,"KOTA SEMARANG",1013686,93.2202190160751,374.168837320758,18.1258016763283,1124614.45431212,111902.768966552
"75",1013352,"BANDUNG",1013680,104.72384095192,3047.0080793697,15.6210741692173,1368952.47551586,125689.12667854
"82",1013339,"KOTA SURABAYA",1013663,137.769401073456,315.388179197907,16.5293815688173,2405618.81079192,208920.702786538
"88",1013361,"BANTUL",1013669,18.2201031595469,482.188387401402,18.1258011669997,163881.262387311,14964.9510059721
"153",1013468,"KOTA BOGOR",1013680,68.0297993123531,107.336570741609,17.4239264518972,712908.832842282,68055.7997511457
"154",1013463,"KOTA BEKASI",1013680,106.810435291845,229.387741282699,15.9834787275187,1528461.30644525,147069.56111328
"155",1013460,"KOTA BANDUNG",1013680,120.276159793139,148.833584653301,15.6210741692173,2234403.6926232,193288.173342829
"162",1013385,"BOGOR",1013680,79.7759611159563,2939.35054329231,17.4239264518972,575067.626690891,57807.1961368983
"182",1013404,"DELI SERDANG",1013681,9.21032419428229,4497.78056604555,15.4926276618533,94116.620741826,8456.65277059474
"212",1013647,"TEGAL",1013686,25,975.105126199924,21.0112817417176,136456.1875,14485.3301511936
"213",1013625,"SUKOHARJO",1013686,0.469994219020009,505.934540378803,18.1991995709741,4013.37081635263,367.700739298089
"224",1013498,"KOTA SURAKARTA",1013686,23.9854454994202,83.465873147361,18.1991995709741,204816.321326904,18765.0521764298
"229",1013437,"KARANGANYAR",1013686,0.544560933485627,804.319591585954,18.1991995709741,4650.11029866288,426.038129262603
"245",1013637,"TANGERANG",1013688,107.19111750368,1140.60539456113,16.5293826976293,1082575.01210053,101299.774857611
"248",1013499,"KOTA TANGERANG",1013688,114.112976193428,186.093424710998,16.5293826976293,1357627.74478789,130670.174873666
"257",1013551,"MAROS",1013689,2.81909089535475,1582.5170689146,21.0112823795104,19154.228515761,2033.2924255153
"261",1013477,"KOTA MAKASSAR",1013689,61.9362041354179,168.534835334867,17.5248487253,856365.274791436,79960.3039347445
"263",1013415,"GOWA",1013689,10.2447040379047,1733.24664936954,17.5248487253,94274.5198210096,8308.73587846575
"281",1013484,"KOTA PALEMBANG",1013693,71.5980291366577,249.053819896653,18.9607097439521,1111131.76675544,107745.617039327
"289",1013542,"MALANG",1013663,14.3158301711082,3694.67936239671,17.2358414330915,193054.888333624,17674.9606829215
"290",1013539,"MAGETAN",1013663,2.29317843914032,712.753563380102,21.0112822584994,16267.3692768849,1726.84159592462
"291",1013537,"MADIUN",1013663,8.45040902495384,1097.76354586502,21.0112822584994,59945.5854822965,6363.44627953926
"297",1013475,"KOTA MADIUN",1013663,14.2564132809639,30.1533550024033,21.0112822584994,101132.269276118,10735.5655548069
"321",1013618,"SLEMAN",1013669,8.66096913814545,563.313185921288,18.1991994321132,90182.2870198824,8262.40456374475
"323",1013505,"KOTA YOGYAKARTA",1013669,23.1189280748367,31.2765438109636,18.1258011669997,223663.345096763,20458.9897629916
